,URLRating,DomainRating,IPFrom,ReferringPageURL,ReferringPageTitle,InternalLinksCount,ExternalLinksCount,LinkURL,TextPre,LinkAnchor,TextPost,Size,Type,NoFollow,Site-wide,Image,Encoding,Alt,FirstSeen,PreviousVisited,LastCheck,Original
38503,10,53,104.25.77.119,https://prettylinks.com/2017/08/improve-seo-through-permalinks/,3 Easy Tips for Improving Your Website's SEO Through Permalinks | WordPress Affiliate Link Cloaker | WordPress URL Shortener | Pretty Links,30,18,https://backlinko.com/google-keyword-planner,,Do thorough keyword research.,"To find keywords that are both low-competition and frequently searched,",10195,href,False,False,False,utf8,,2017-10-03 10:35:28,2017-10-18 03:30:57,2017-11-05 01:25:10,False
38615,10,52,104.24.4.25,https://morningtrain.dk/find-perfekte-soegeord/,Find de perfekte søgeord til dit website | Morning Train,29,9,https://backlinko.com/google-keyword-planner,har lavet en god og informativ guide til Keyword Planner,her,.,14308,href,False,False,False,utf8,,2017-09-24 07:19:09,2017-09-24 07:19:13,2017-10-31 15:45:41,False
38794,10,55,104.27.172.65,http://blog.businesscasestudies.co.uk/2242/marketing-migraine-relief-solving-your-local-seo-headaches/,Marketing Migraine Relief: Solving Your Local SEO Headaches - Business Case Studies Blog | Business Case Studies Blog,37,5,https://backlinko.com/google-keyword-planner,research a list of keywords using a tool like Google’s,Keyword Planner,", which you can use for free when you sign",11754,href,False,False,False,utf8,,2017-09-19 10:10:31,2017-10-29 06:07:18,2017-11-05 19:17:05,False
38971,10,58,104.27.8.63,http://prlog.ru/analysis/letsbookmarkit.com,"Letsbookmarkit.com - анализ сайта, seo характеристики сайта - летсбукмаркит точка ком",22,68,https://backlinko.com/google-keyword-planner,,backlinko.com/google-keyword-planner,,7436,href,True,False,False,utf8,,2017-10-13 01:09:25,2017-08-27 16:14:05,2017-10-13 01:09:25,False
40176,10,48,104.18.40.153,https://www.2dropshipping.com/picking-wholesale-products-to-drop-ship/,Picking Wholesale Products To Drop Ship,41,24,https://backlinko.com/google-keyword-planner,,http://backlinko.com/google-keyword-planner,.,17009,href,False,False,False,utf8,,2017-10-04 22:40:42,2017-10-23 07:07:43,2017-10-31 04:40:24,False
40367,10,52,109.199.103.155,http://www.onpageseochecker.com/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison/,Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison - On Page SEO Checker,44,20,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,113261,href,False,False,False,utf8,,2017-09-25 08:05:30,2017-10-29 06:13:23,2017-11-06 08:56:10,False
40628,10,57,62.75.181.140,http://www.kommunikationsforum.dk/thomas-oesterkjerhuus/blog/find-de-perfekte-soegeord,Kommunikationsforum | Find de perfekte søgeord | Thomas Østerkjerhuus,66,21,https://backlinko.com/google-keyword-planner,har lavet en god og informativ guide til Keyword Planner,her,.,27776,href,False,False,False,utf8,,2017-10-25 07:02:19,2017-09-05 12:57:42,2017-10-25 07:02:19,False
40704,10,57,62.75.181.140,http://www.kommunikationsforum.dk/rene-terp/blog/soegeordsanalyse,Kommunikationsforum | Søgeordsanalyse | Rene Terp,67,25,https://backlinko.com/google-keyword-planner,"skrive en artikel om, hvordan du får mest ud af søgeordsværktøjet:",The Google Keyword Planner,.,26827,href,False,False,False,utf8,,2017-11-03 12:17:03,2017-09-15 03:49:25,2017-11-03 12:17:03,False
40961,10,57,185.11.125.45,https://www.digitaldoughnut.com/articles/2015/october/15-tools-and-resources-for-international-off-page,15+ Tools And Resources For International Off-Page SEO Success - Digital Doughnut,35,32,https://backlinko.com/google-keyword-planner,For general keyword research instructions:,http://backlinko.com/google-keyword-planner,,32093,href,True,False,False,utf8,,2017-09-20 08:05:34,2017-08-03 23:08:11,2017-09-20 08:05:34,False
41319,10,34,207.38.94.244,http://pixelwhizz.com/simple-wordpress-seo-tips/,Simple Wordpress SEO Tips: 21 You Can Use Right Now - Pixel Whizz,26,27,https://backlinko.com/google-keyword-planner,keyword ideas. This fantastic guide by Backlinko will tell you,everything you need to know about Keyword Planner,.,16350,href,False,False,False,utf8,,2017-10-18 02:54:43,2017-09-16 01:36:00,2017-10-18 02:54:43,False
41436,10,49,216.58.209.243,http://www.ads2020.marketing/2016/09/beginners-tips-google-adwords-keyword-planner-research-tool.html,Beginners Tips for Using Google Adwords Keyword Planner Tool,133,12,https://backlinko.com/google-keyword-planner,it's best to be knowledgeable on the different terms (,http://backlinko.com/google-keyword-planner,) that Google will use in order to create an,37677,href,True,False,False,utf8,,2017-09-24 01:23:08,2017-10-19 09:33:31,2017-10-27 17:22:06,False
42867,10,53,192.186.216.160,https://barnraisersllc.com/tag/social-media-roi/,social media ROI Archives -,43,154,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,21184,href,False,False,False,utf8,,2017-10-16 14:58:26,2017-10-24 20:46:19,2017-11-02 02:51:13,False
43288,10,44,104.27.190.253,http://bloggingethics.com/5-ways-to-upgrade-keyword-research-skills.html,5 Ways to Upgrade Your Keyword Research Skills,54,25,https://backlinko.com/google-keyword-planner,around for more. You can look up tools such as,Google Keyword Planner for suggestions based on your ideas,. It also helps to keep an eye on your,22570,href,False,False,False,utf8,,2017-10-23 18:17:12,2017-10-23 18:17:13,2017-11-01 14:24:16,False
43503,10,55,198.74.56.113,https://intrigueme.ca/blog/google-adwords-for-business/,What is Google AdWords & Why Do Businesses Use It? %,58,24,https://backlinko.com/google-keyword-planner,,Google’s Keyword Planning Tool,,26863,href,False,False,False,utf8,,2017-09-25 02:21:23,2017-09-25 02:21:27,2017-11-04 16:18:37,False
43559,10,55,23.21.78.126,https://refind.com/anaverissimo/topics,Ana Verissimo – Topics – Refind,51,15,https://backlinko.com/google-keyword-planner,,Google Keyword Planner - No-Nonsense Guide to Finding Awesome Keywords,,7751,href,False,False,False,utf8,,2017-10-08 21:07:52,2017-08-07 02:15:00,2017-10-08 21:07:52,False
43720,10,44,178.238.139.236,http://www.themarketingcentre.com/is-ppc-right-for-my-business/,Is PPC right for my business? | The Marketing Centre,22,13,https://backlinko.com/google-keyword-planner,while we would not suggest jumping straight into Adwords without,some prior research,", this agility means that you’ll see results immediately unlike,",51139,href,False,False,False,utf8,,2017-10-01 22:53:17,2017-08-30 02:31:46,2017-10-01 22:53:17,False
43866,10,43,37.60.237.107,https://www.tivius.mk/kako-da-go-podobrite-vasiot-rank-na-google/,Како да го подобрите вашиот ранк на Google според одредени клучни зборови - Tivius Productions,82,14,https://backlinko.com/google-keyword-planner,најактуелни за пребарување. Многу корисна алатка за таа намена е,Google Keyword Planner.,"За да може да ја користите, треба да имате gmail",95076,href,False,False,False,utf8,,2017-10-17 03:35:27,2017-09-05 08:05:24,2017-10-17 03:35:27,False
44000,10,55,185.119.173.217,http://www.surgedigital.co.uk/blog/page-optimisation-beginners/,On Page Optimisation For Beginners,59,43,https://backlinko.com/google-keyword-planner,what keywords work best for you. You can also read,this very helpful article,by Backlinko on how to carefully choose your keywords and,9346,href,True,False,False,utf8,,2017-10-06 12:01:27,2017-08-30 12:05:33,2017-10-06 12:01:27,False
44061,10,53,192.186.216.160,http://barnraisersllc.com/tag/social-media-roi/,social media ROI Archives -,39,154,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,21167,href,False,False,False,utf8,,2017-10-04 14:16:14,2017-10-24 16:05:22,2017-11-01 18:40:09,False
44696,10,55,104.25.114.5,https://www.canirank.com/reports/public/5uPA3VPwA4NR6fvfFHI0x8fDAjgKXEDv87uxI0kUL7g,"https://selfstartr.com/why-you-cant-bank-on-googles-keyword-planner-tool/ competing for ""google keyword planner"" - CanIRank",19,69,https://backlinko.com/google-keyword-planner,,View page,,18522,href,False,False,False,utf8,,2017-09-22 09:17:05,2017-10-22 19:52:05,2017-10-31 06:26:22,False
45017,10,49,79.127.127.33,http://forum.shopkeeper.ir/showthread.php?t=102748&p=605925,آموزش گوگل کیورد پلنر,40,30,https://backlinko.com/google-keyword-planner,منبع:,backlinko,,21729,href,True,False,False,utf8,,2017-09-19 06:16:27,2017-10-29 00:45:20,2017-11-06 08:57:01,False
45395,10,44,5.254.76.163,http://siteseostatus.com/home/blog_desc_view/103,Google Analytics | SEO Tools | PPC Meta Keywords | Whois | Visitor IP,7,5,https://backlinko.com/google-keyword-planner,and phrases when we’re being intentional about our keywords using,Google Keyword Planner.,The problem is that most of our customers don’t use,5722,href,True,False,False,utf8,,2017-10-13 03:44:54,2017-09-05 02:40:12,2017-10-13 03:44:54,False
46341,10,53,192.186.216.160,http://barnraisersllc.com/tag/social-media-monitoring-tools/,social media monitoring tools Archives -,49,151,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,24309,href,False,False,False,utf8,,2017-10-03 12:25:50,2017-10-28 09:18:50,2017-11-05 10:18:23,False
46501,10,53,54.192.27.54,https://phraseapp.com/blog/posts/what-is-keyword-difficulty-and-how-to-use-it/,What is keyword difficulty and how to use it - PhraseApp Blog,20,11,https://backlinko.com/google-keyword-planner,average monthly searches in Google Keyword Planner are always a,rough estimate,", and recently, this number has gotten",264765,href,False,False,False,utf8,,2017-09-21 16:49:04,2017-09-21 16:49:06,2017-10-19 14:33:12,False
47090,10,49,198.49.23.144,https://www.nordicinnovationhouse.com/blog/2017/8/8/guest-blog-viseo-share-knowledge-about-seo,Guest blog - Viseo share knowledge about SEO — Nordic Innovation House,19,30,https://backlinko.com/google-keyword-planner,you fancy store on an empty street. Here is a,guide on how to use Google Keyword Planner,.,16534,href,False,False,False,utf8,,2017-10-04 05:52:45,2017-10-04 05:52:46,2017-10-11 09:36:48,True
47278,10,44,52.5.82.166,https://www.listwp.com/great-curated-list-of-seo-resources-and-articles-you-should-read/,Great Curated List of SEO Resources and Articles you Should Read,28,214,https://backlinko.com/google-keyword-planner,,How to Use the Google Keyword Planner,,22200,href,True,False,True,utf8,,2017-09-25 03:42:12,2017-10-28 04:53:15,2017-11-05 12:08:38,False
47798,9,53,46.137.92.62,http://blog.copify.com/post/10-easy-content-marketing-strategies-small-businesses,10 easy content marketing strategies for small businesses - Copify Blog,40,30,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,10038,href,False,False,False,utf8,,2017-09-23 01:45:07,2017-10-25 06:38:17,2017-11-01 09:51:02,False
47878,9,53,192.186.216.160,http://barnraisersllc.com/tag/social-media-measurement/,social media measurement Archives -,60,132,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,21719,href,False,False,False,utf8,,2017-09-23 06:25:27,2017-10-18 21:49:17,2017-10-26 02:09:09,False
48005,9,53,192.186.216.160,https://barnraisersllc.com/tag/social-media-measurement/,social media measurement Archives -,64,132,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,21739,href,False,False,False,utf8,,2017-10-13 23:49:51,2017-10-22 18:04:23,2017-10-30 10:32:40,False
48083,9,53,192.186.216.160,http://barnraisersllc.com/tag/social-media-measurements/,social media measurements Archives -,38,131,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,19208,href,False,False,False,utf8,,2017-09-22 01:53:38,2017-10-21 04:11:49,2017-10-29 17:49:33,False
48224,9,53,23.235.219.211,https://www.seo-ar.net/%D9%83%D9%8A%D9%81-%D8%AA%D8%B1%D8%AA%D8%A8%D8%B7-%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA%D9%86%D8%A7-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8-%D8%A8%D8%B9%D9%85/,كيف ترتبط فيديوهاتنا على اليوتيوب بعمل الـ SEO,39,8,https://backlinko.com/google-keyword-planner,خاصته ، وهنا أيضاً يمكنك كمستخدم الإستفادة من هذه الآداة,Google Keyword Planne,التي,79958,href,False,False,False,utf8,,2017-09-25 05:29:31,2017-10-19 08:04:23,2017-11-04 18:08:59,False
48329,9,48,67.225.176.205,http://videopower.org/get-ideas-for-video-content-by-doing-keyword-research/,Get Ideas For Video Content By Doing Keyword Research | Video Power Marketing,34,25,https://backlinko.com/google-keyword-planner,Planner. For more in depth information you can check out,this article,.,66156,href,False,False,False,utf8,,2017-10-23 20:03:26,2017-09-16 07:08:00,2017-10-23 20:03:26,False
48528,9,53,192.186.216.160,http://barnraisersllc.com/tag/social-media-metrics/,social media metrics Archives -,28,101,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,15899,href,False,False,False,utf8,,2017-09-22 01:19:53,2017-10-15 12:36:48,2017-10-23 20:30:22,False
48566,9,53,192.186.216.160,https://barnraisersllc.com/tag/social-media-monitoring-tools/,social media monitoring tools Archives -,58,157,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,24735,href,False,False,False,utf8,,2017-09-24 16:00:00,2017-10-02 12:11:13,2017-10-14 17:09:40,False
48613,9,53,192.186.216.160,https://barnraisersllc.com/tag/social-media-measurements/,social media measurements Archives -,40,132,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,19229,href,False,False,False,utf8,,2017-09-28 01:05:08,2017-10-17 13:36:15,2017-10-25 09:15:02,False
48626,9,53,162.144.89.114,http://email1k.com/course/author/email1k/page/2/,email1k | Email1K: Double your Email list in 30 days | Page 2,18,83,https://backlinko.com/google-keyword-planner,describe your site’s niche. (If you don’t have an account,here are some simple steps,you can use.),61932,href,False,False,False,utf8,,2017-09-23 15:22:20,2017-10-24 11:12:59,2017-11-01 05:38:49,False
48628,9,53,46.137.92.62,http://blog.copify.com/page/12,Copify Blog - Page 12 of 32 - The Copify Blog,43,67,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,17172,href,False,False,False,utf8,,2017-10-21 21:33:22,2017-10-21 21:33:24,2017-10-29 11:12:46,False
48638,9,53,162.144.89.114,http://email1k.com/course/page/2/,Email1K: Double your Email list in 30 days | Page 2,17,80,https://backlinko.com/google-keyword-planner,describe your site’s niche. (If you don’t have an account,here are some simple steps,you can use.),60682,href,False,False,False,utf8,,2017-09-22 06:07:48,2017-11-02 05:47:20,2017-11-03 05:55:03,False
48642,9,53,192.186.216.160,https://barnraisersllc.com/tag/social-media-metrics/,social media metrics Archives -,31,100,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,15908,href,False,False,False,utf8,,2017-09-23 15:23:16,2017-11-02 22:23:52,2017-11-03 23:15:43,False
48693,9,53,162.144.89.114,http://email1k.com/course/category/uncategorized/page/2/,Uncategorized | Email1K: Double your Email list in 30 days | Page 2,18,83,https://backlinko.com/google-keyword-planner,describe your site’s niche. (If you don’t have an account,here are some simple steps,you can use.),61307,href,False,False,False,utf8,,2017-09-22 15:31:05,2017-11-01 22:44:24,2017-11-03 13:30:41,False
48733,9,53,46.137.92.62,http://blog.copify.com/category/blogging/page/3,Blogging Archives - Page 3 of 5 - Copify Blog,44,78,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,17711,href,False,False,False,utf8,,2017-09-24 18:47:15,2017-10-28 08:21:19,2017-11-05 05:14:17,False
48738,9,53,46.137.92.62,http://blog.copify.com/category/content-marketing/page/5,Content marketing Archives - Page 5 of 6 - Copify Blog,46,67,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,16284,href,False,False,False,utf8,,2017-10-05 09:47:48,2017-10-29 19:51:35,2017-11-06 13:54:39,False
48921,9,53,46.137.92.62,http://blog.copify.com/post/author/cat/page/2,"Cat Huntington, Author at Copify Blog - Page 2 of 2",44,48,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,15226,href,False,False,False,utf8,,2017-09-19 05:57:31,2017-10-30 18:29:49,2017-10-31 21:02:31,False
48991,9,53,192.186.216.160,https://barnraisersllc.com/2016/02/10-social-media-metrics-that-matter-most-free-webinar/,Top 10 social media metrics that matter most (free webinar),27,60,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,11797,href,False,False,False,utf8,,2017-09-24 18:46:35,2017-09-24 18:46:38,2017-10-21 14:58:37,False
49082,9,53,192.186.216.160,https://barnraisersllc.com/2015/09/top-14-social-media-metrics-tools-track-them/,Top 14 social media metrics and tools to track them,28,62,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,12238,href,False,False,False,utf8,,2017-09-24 13:07:57,2017-09-24 13:08:01,2017-10-19 02:15:46,False
49103,9,53,46.137.92.62,http://blog.copify.com/category/content-marketing/page/4,Content marketing Archives - Page 4 of 5 - Copify Blog,58,67,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,18825,href,False,False,False,utf8,,2017-09-21 11:48:31,2017-09-21 11:48:31,2017-09-30 01:26:53,False
49104,9,53,46.137.92.62,http://blog.copify.com/page/10,Copify Blog - Page 10 of 30 - The Copify Blog,54,69,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,18848,href,False,False,False,utf8,,2017-09-29 23:37:50,2017-09-22 01:29:11,2017-09-29 23:37:50,False
49195,9,53,46.137.92.62,http://blog.copify.com/category/blogging/page/2,Blogging Archives - Page 2 of 4 - Copify Blog,55,74,https://backlinko.com/google-keyword-planner,"up for and simple to use, but you can use",this guide,if you’re stuck. You can also invest in a paid,20759,href,False,False,False,utf8,,2017-09-19 12:35:38,2017-09-12 01:59:29,2017-09-19 12:35:38,False
49283,9,53,192.186.216.160,http://barnraisersllc.com/page/22/,Building brands with ROI | BarnRaisers,46,125,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,21512,href,False,False,False,utf8,,2017-10-24 16:09:50,2017-10-24 16:09:52,2017-11-01 13:41:40,False
49287,9,53,192.186.216.160,http://barnraisersllc.com/page/18/,Building brands with ROI | BarnRaisers,41,159,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,24363,href,False,False,False,utf8,,2017-10-17 12:18:15,2017-10-25 04:18:59,2017-11-02 04:10:34,False
49294,9,53,192.186.216.160,http://barnraisersllc.com/category/measurement-and-roi/page/4/,Measurement and ROI Archives - Page 4 of 17 -,75,264,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,34161,href,False,False,False,utf8,,2017-10-13 13:29:33,2017-10-29 07:02:03,2017-11-06 11:48:53,False
49298,9,53,192.186.216.160,http://barnraisersllc.com/category/measurement-and-roi/page/6/,Measurement and ROI Archives - Page 6 of 17 -,43,99,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,20466,href,False,False,False,utf8,,2017-10-18 08:12:22,2017-10-27 12:20:53,2017-11-05 02:36:59,False
49332,9,53,192.186.216.160,https://barnraisersllc.com/category/measurement-and-roi/page/4/,Measurement and ROI Archives - Page 4 of 17 -,78,264,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,34174,href,False,False,False,utf8,,2017-11-03 18:13:09,,2017-11-03 18:13:09,True
49489,9,53,192.186.216.160,http://barnraisersllc.com/page/21/,Building brands with ROI | BarnRaisers,49,114,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,20653,href,False,False,False,utf8,,2017-09-20 10:00:56,2017-09-30 00:35:06,2017-10-15 11:49:54,False
49506,9,49,195.144.11.130,https://academy.visiplus.com/blog/contenu-web/comment-creer-un-contenu-seo-friendly-2017-04-07,Comment créer un contenu SEO-friendly,52,14,https://backlinko.com/google-keyword-planner,clés sur des outils tels que Moz Keyword Explorer ou,Google keywords refresher.,,22568,href,False,False,False,utf8,,2017-10-26 08:57:22,2017-10-27 01:56:01,2017-11-04 06:09:54,True
49610,9,53,104.239.133.109,http://www.digitalthirdcoast.net/blog/how-to-choose-keywords,How Should You Choose Your SEO Keywords? | Digital Third Coast,34,15,https://backlinko.com/google-keyword-planner,"use the Keyword Planner for SEO keyword research, check out",Brian Dean’s great guide at Backlinko,.,9446,href,False,False,False,utf8,,2017-09-29 17:22:15,2017-08-26 14:24:55,2017-09-29 17:22:15,False
49836,9,53,192.186.216.160,http://barnraisersllc.com/page/17/,Building brands with ROI | BarnRaisers,41,158,https://backlinko.com/google-keyword-planner,according to a Group M study. Google Trends and the,Google Keyword Planner,are two tools to use; the former identifies keywords that,24363,href,False,False,False,utf8,,2017-09-22 20:23:14,2017-09-22 20:23:15,2017-09-30 11:38:04,False
50792,9,47,104.24.102.106,https://www.digitalseoguide.com/content-management/an-ultimate-guide-to-come-up-with-content-ideas-for-your-blog/,Ultimate Guide to Come up with Content Ideas for your Blog | Digital Seo Guide,66,44,https://backlinko.com/google-keyword-planner,Read more –,http://backlinko.com/google-keyword-planner,,18509,href,True,False,False,utf8,,2017-09-22 14:04:18,2017-10-25 15:03:30,2017-11-02 12:29:33,False
50823,9,52,136.243.113.211,http://techmag.com.pk/seo-growth-hacking-techniques-to-scale-your-business/,SEO Growth Hacking Techniques to Scale Your Business | Tech Mag,84,27,https://backlinko.com/google-keyword-planner,high traffic. The entire procedure can be done by laymen,by usіng Google keyword planner,. General rule of thumb focus on keywords that refer to,244185,href,False,False,False,utf8,,2017-09-21 19:17:35,2017-10-24 08:46:46,2017-10-31 17:14:38,False
50960,9,50,104.31.94.141,http://blog.new-web.net/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison/,Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison – BLOG NEW WEB NETWORK,46,28,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,26539,href,True,False,False,utf8,,2017-10-03 17:14:22,2017-10-22 06:32:32,2017-10-30 02:02:48,False
51256,9,49,85.13.143.160,https://www.vabelhavt.at/google-keyword-tool-seo/,Das Google Keyword Tool für SEO nutzen Wiki & SEO Tipps | VABELHAVT,31,30,https://backlinko.com/google-keyword-planner,,http://backlinko.com/google-keyword-planner,,15842,href,True,False,False,utf8,,2017-10-07 21:12:30,2017-09-18 06:34:46,2017-10-07 21:12:30,False
51860,9,49,162.211.86.66,http://blog.storemantis.com/basic-search-engine-optimization/,Basic search engine optimization | StoreMantis Blog,37,8,https://backlinko.com/google-keyword-planner,this link for a comprehensive guide to using this tool:,http://backlinko.com/google-keyword-planner,.,9727,href,False,False,False,utf8,,2017-11-04 18:40:59,2017-09-26 23:41:18,2017-11-04 18:40:59,False
52425,9,46,66.175.215.217,https://almostpractical.com/content-ideas-for-your-blog/,5 Places to Find Blog Content Ideas - You Might Find a Goldmine,55,43,https://backlinko.com/google-keyword-planner,"If you want to get a little more technical,",this post at Backlinko,goes into much greater detail.,27828,href,False,False,False,utf8,,2017-09-23 17:12:02,2017-10-27 06:38:13,2017-11-04 05:39:57,False
52869,9,47,68.80.173.159,http://ads.comrite.com/en/ad/show/15504,"How We Grew Our Organic Traffic by 43% Without Publishing a Single New Blog Post(Google Keyword Planner) : NYC Legal Classifieds - Free Classified Ads for Housing, For Sale, Jobs, Community, Auto, Personals, Services, Education, Business from Comrite OpenID Enabled",44,8,https://backlinko.com/google-keyword-planner,building a business group and concentrate every one of our,Google Keyword Planner,rather on getting clients by means of substance advertising and,6897,href,False,False,False,utf8,,2017-10-07 23:39:16,2017-09-01 20:57:24,2017-10-07 23:39:16,False
53647,9,52,163.172.33.205,https://rusability.ru/internet-marketing/100-growth-hacks-dlya-effektivnogo-marketinga/,100 секретных приёмов для роста эффективности маркетинга - Rusability,134,22,https://backlinko.com/google-keyword-planner,Даже если вы не запускаете,AdWords,"кампании, он поможет вам найти отличные ключевые слова для вашего",42264,href,True,False,False,utf8,,2017-09-24 21:57:35,2017-10-29 00:58:57,2017-11-06 10:56:42,False
53745,9,49,185.119.173.12,http://techpatio.com/2017/search-engines/11-free-keyword-research-tools-find-keywords,11 Free Keyword Research Tools to Find the Right Keywords — TechPatio,71,49,https://backlinko.com/google-keyword-planner,challenge. Brian Dean from Backlinko has a perfect guide on,how to get the most out of google keyword planner,.,92111,href,False,False,False,utf8,,2017-09-23 13:35:55,2017-10-29 01:17:15,2017-11-06 07:46:54,False
54224,9,51,89.248.51.10,http://tiggeritotimes.websiteadvantage.com.au/2016/10/31/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison/,Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison - Tiggerito Times,35,22,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,76026,href,False,False,False,utf8,,2017-10-03 20:06:01,2017-10-19 18:12:13,2017-10-28 02:44:18,False
55023,9,51,89.248.51.10,http://tiggeritotimes.websiteadvantage.com.au/page/637/,Tiggerito Times - Page 637 of 1141 - Daily Curated SEO news and articles,41,280,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,170123,href,False,False,False,utf8,,2017-09-22 00:18:22,2017-09-13 13:11:39,2017-09-22 00:18:22,False
55521,9,51,89.248.51.10,http://tiggeritotimes.websiteadvantage.com.au/author/tiggerito/page/647/,"Tiggerito, Author at Tiggerito Times - Page 647 of 1151",43,91,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,148940,href,False,False,False,utf8,,2017-09-28 11:10:47,2017-09-19 18:55:18,2017-09-28 11:10:47,False
55522,9,51,89.248.51.10,http://tiggeritotimes.websiteadvantage.com.au/page/651/,Tiggerito Times - Page 651 of 1155 - Daily Curated SEO news and articles,41,268,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,161264,href,False,False,False,utf8,,2017-09-29 18:56:28,2017-09-21 15:52:29,2017-09-29 18:56:28,False
55999,9,51,89.248.51.10,http://tiggeritotimes.websiteadvantage.com.au/category/sources/page/697/,Sources Archives - Page 697 of 1201 - Tiggerito Times,44,90,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,143408,href,False,False,False,utf8,,2017-11-03 20:13:13,2017-10-26 14:59:23,2017-11-03 20:13:13,False
56026,9,51,77.104.129.225,http://clicteq.com/adwords-keywords-research/,How To Do Adwords Keywords Research In a Fraction of the Time,49,25,https://backlinko.com/google-keyword-planner,a comprehensive list of Keywords I would suggest reading “,How to use the Adwords Keywords Planner,” by Brian Dean. In this guide we will just,110478,href,False,False,False,utf8,,2017-10-20 15:09:03,2017-10-20 15:09:04,2017-10-31 20:44:48,False
